CustomerId,primary_persona,existing_secondary_persona,frequent_charger_count,charger_ids,dominant_primary_mode,primary_mode_diversity,dominant_secondary_mode,secondary_mode_diversity,dominant_category,category_diversity,avg_charger_popularity,total_landmarks,total_sessions,avg_session_duration,avg_energy_consumption,weekend_ratio,peak_hour,loyalty_score,zone_diversity,primary_zone
6176629,regular,other,1,['delac0487'],regular,1,other,1,other,1.0,40.0,1.0,4,1.8675694444444446,32.23375,0.0,12.0,0.75,2,North
6177946,regular,other,1,['scdc0001'],noise,1,other,1,other,1.0,158.0,1.0,4,0.5884722222222222,26.9575,0.75,10.0,0.75,2,West
6177952,regular,residential,1,['delac0011'],regular,1,residential,1,residential,1.0,59.0,1.0,1,8.677777777777777,52.792,0.0,20.0,1.0,1,Central
6178238,noise,other,1,['scdc0012'],regular,1,other,1,other,1.0,778.0,1.0,4,1.354652777777778,46.9625,0.0,4.0,0.75,2,East
6178305,regular,tech_park,1,['wbac0106'],regular,1,tech_park,1,tech_park,1.0,61.0,1.0,1,2.0605555555555557,7.006,1.0,8.0,1.0,1,West
6178345,regular,residential,1,['delac0082'],noise,1,residential,1,residential,1.0,52.0,1.0,28,3.9660912698412703,16.820107142857143,0.35714285714285715,18.0,0.9642857142857145,2,Central
6179018,regular,residential,1,['delac0073'],regular,1,residential,1,residential,1.0,80.0,1.0,1,1.0683333333333334,2.279,1.0,8.0,1.0,1,Central
6179528,regular,other,1,['scac0018'],regular,1,other,1,other,1.0,175.0,1.0,1,1.4680555555555554,8.46,0.0,11.0,1.0,1,West
6179627,regular,residential,1,['delac0170'],regular,1,residential,1,residential,1.0,28.0,1.0,1,4.2877777777777775,28.56,0.0,13.0,1.0,1,East
6180394,regular,residential,1,['delac0230'],noise,1,residential,1,residential,1.0,22.0,1.0,4,1.955138888888889,7.08375,0.75,13.0,1.0,1,East
6181888,regular,residential,1,['scac0101'],regular,1,residential,1,residential,1.0,127.0,1.0,1,0.2780555555555555,1.99,1.0,8.0,1.0,1,North
6181911,regular,other,1,['wbac0034'],regular,1,other,1,other,1.0,243.0,1.0,1,1.1086111111111112,12.549,1.0,15.0,1.0,1,Central
6181912,regular,residential,1,['scac0088'],regular,1,residential,1,residential,1.0,154.0,1.0,1,0.91,6.16,0.0,10.0,1.0,1,North
6182277,regular,other,1,['wbac0053'],regular,1,other,1,other,1.0,264.0,1.0,1,2.1486111111111112,25.274,1.0,14.0,1.0,1,East
6182434,regular,tech_park,1,['wbac0026'],regular,1,residential,1,tech_park,1.0,108.0,1.0,4,0.7408333333333333,5.18075,0.75,7.0,1.0,1,Central
6183026,regular,residential,1,['delac0416'],regular,1,residential,1,residential,1.0,47.0,1.0,16,9.037343750000002,25.473375,0.3125,21.0,0.9375,2,West
6184438,regular,school,1,['scdc0005'],regular,1,school,1,school,1.0,282.0,1.0,1,0.5797222222222222,29.87,1.0,14.0,1.0,1,West
6184645,regular,residential,1,['delac0103'],regular,1,residential,1,residential,1.0,39.0,1.0,20,10.157069444444446,47.59995,0.3,22.0,0.9499999999999998,2,Central
6185086,regular,tech_park,1,['wbac0096'],regular,1,tech_park,1,tech_park,1.0,33.0,1.0,1,1.8652777777777776,15.005,1.0,20.0,1.0,1,East
6186029,regular,residential,1,['scac0115'],regular,1,residential,1,residential,1.0,36.0,1.0,5,0.5161111111111112,2.9720000000000004,1.0,6.0,1.0,1,West
6186111,regular,residential,2,"['delac0066', 'delac0183']",regular,1,residential,2,residential,2.0,53.0,2.0,2,0.7836111111111111,5.532,0.5,10.0,0.5,2,Central
6186126,regular,residential,1,['scac0103'],regular,1,residential,1,residential,1.0,111.0,1.0,4,5.701388888888889,38.06975,0.25,12.0,0.75,2,North
6186132,regular,residential,1,['delac0110'],regular,1,residential,1,residential,1.0,34.0,1.0,1,1.6102777777777777,12.086,1.0,10.0,1.0,1,Central
6186160,regular,other,1,['scdc0013'],regular,1,other,1,other,1.0,713.0,1.0,5,0.595111111111111,32.096000000000004,0.2,18.0,1.0,1,East
6186179,regular,residential,3,"['scac0099', 'scac0178', 'wbac0018']",regular,1,residential,2,residential,2.0,88.66666666666667,3.0,3,1.1695370370370373,7.992333333333335,0.0,0.0,0.3333333333333333,1,West
6186180,regular,residential,1,['scac0061'],regular,1,residential,1,residential,1.0,17.0,1.0,1,3.4091666666666667,23.29,1.0,13.0,1.0,1,North
6186204,regular,residential,3,"['scac0142', 'scac0144', 'scac0143']",regular,1,residential,1,residential,1.0,93.0,3.0,7,2.1386111111111115,15.62142857142857,0.8571428571428571,12.0,0.857142857142857,1,North
6186228,regular,residential,1,['delac0216'],regular,1,residential,1,residential,1.0,104.0,1.0,3,1.0282407407407408,2.915333333333333,0.3333333333333333,20.0,1.0,1,Central
6186268,noise,other,1,['akw232100005ad'],noise,1,other,1,other,1.0,239.0,1.0,61,0.7190528233151183,27.038131147540984,0.13114754098360656,18.0,0.721311475409836,2,East
6186538,regular,residential,1,['scac0029'],regular,1,residential,1,residential,1.0,25.0,1.0,1,1.198888888888889,8.74,0.0,15.0,1.0,1,West
6187365,regular,residential,1,['scac0071'],regular,1,residential,1,residential,1.0,203.0,1.0,1,1.0466666666666666,7.34,1.0,18.0,1.0,1,West
6187815,regular,residential,1,['scac0022'],regular,1,residential,1,residential,1.0,12.0,1.0,9,4.498425925925925,27.967777777777776,0.2222222222222222,18.0,1.0,1,West
6188315,noise,residential,2,"['wbac0257', 'wbac0256']",regular,1,residential,1,residential,1.0,15.0,2.0,2,72.48819444444445,28.942,0.0,17.0,1.0,1,West
6188437,regular,residential,1,['delac0137'],regular,1,residential,1,residential,1.0,20.0,1.0,1,3.965555555555555,27.798,0.0,13.0,1.0,1,Central
6188795,regular,residential,1,['delac0478'],regular,1,residential,1,residential,1.0,28.0,1.0,9,7.33611111111111,46.77577777777778,0.2222222222222222,21.0,1.0,1,North
6189429,regular,residential,1,['scac0245'],regular,1,residential,1,residential,1.0,68.0,1.0,3,6.551944444444445,43.75,0.3333333333333333,13.0,1.0,1,West
6189629,regular,residential,1,['scac0090'],regular,1,residential,1,residential,1.0,87.0,1.0,1,0.7041666666666667,5.25,0.0,12.0,1.0,1,North
6189658,regular,residential,2,"['scac0138', 'SCAC0194']",noise,2,residential,1,residential,1.0,12.0,1.0,2,3.8251388888888886,27.97,0.0,11.0,0.5,2,North
6189711,regular,other,2,"['wbac0134', 'wbac0135']",regular,1,other,1,other,1.0,11.5,2.0,2,2.6875,21.008499999999998,0.0,8.0,1.0,1,East
6189800,regular,residential,1,['delac0165'],regular,1,residential,1,residential,1.0,74.0,1.0,2,6.977916666666667,32.822,0.5,8.0,1.0,1,East
6190569,regular,residential,1,['wbac0231'],regular,1,residential,1,residential,1.0,17.0,1.0,1,0.2066666666666666,0.801,1.0,15.0,1.0,1,West
6190713,regular,residential,2,"['delac0226', 'delac0225']",regular,1,residential,1,residential,1.0,34.0,2.0,17,9.77263071895425,26.461176470588235,0.4117647058823529,21.0,0.9411764705882352,2,East
6190714,regular,residential,1,['scac0214'],regular,1,residential,1,residential,1.0,127.0,1.0,1,0.7911111111111111,5.41,1.0,15.0,1.0,1,North
6190715,regular,residential,1,['delac0046'],regular,1,residential,1,residential,1.0,70.0,1.0,12,15.363194444444446,27.977166666666673,0.4166666666666667,22.0,0.8333333333333335,3,Central
6190716,regular,other,1,['wbac0020'],regular,1,other,1,other,1.0,103.0,1.0,1,2.882222222222222,20.182,0.0,11.0,1.0,1,Central
6190717,regular,other,2,"['delac0292', 'wbac0009']",regular,1,residential,2,residential,2.0,113.5,2.0,2,1.362361111111111,9.4585,0.5,13.0,0.5,2,East
6191889,regular,other,1,['wbac0012'],regular,1,other,1,other,1.0,250.0,1.0,1,0.1772222222222222,1.819,1.0,14.0,1.0,1,East
6192799,regular,tech_park,1,['wbac0005'],regular,1,tech_park,1,tech_park,1.0,144.0,1.0,1,2.2075,23.432,0.0,8.0,1.0,1,Central
6192934,regular,residential,1,['scac0071'],regular,1,residential,1,residential,1.0,203.0,1.0,1,0.3455555555555555,2.34,0.0,10.0,1.0,1,West
6192940,regular,residential,1,['scac0088'],regular,1,residential,1,residential,1.0,154.0,1.0,2,0.29888888888888887,2.0300000000000002,0.0,10.0,1.0,1,North
6192947,regular,residential,1,['delac0133'],regular,1,residential,1,residential,1.0,57.0,1.0,4,7.424791666666667,39.19925,0.0,7.0,0.75,1,Central
6192983,regular,residential,1,['delac0319'],regular,1,residential,1,residential,1.0,24.0,1.0,22,3.811439393939395,24.57754545454545,0.045454545454545456,18.0,0.9090909090909094,2,North
6193170,regular,other,1,['scdc0008'],noise,1,other,1,other,1.0,129.0,1.0,13,1.140897435897436,13.17,0.07692307692307693,11.0,0.3076923076923076,3,West
6193223,regular,shopping_mall,1,['warn21090006'],regular,1,shopping_mall,1,shopping_mall,1.0,473.0,1.0,5,0.7525555555555556,43.4872,0.0,16.0,0.6,2,Central
6194172,regular,residential,2,"['scac0051', 'scac0049']",regular,1,residential,1,residential,1.0,27.0,2.0,4,3.9823611111111115,27.2925,0.25,7.0,1.0,1,West
6194252,regular,other,1,['scdc0012'],regular,1,other,1,other,1.0,778.0,1.0,15,0.7727222222222222,37.02646666666667,0.4,13.0,0.5999999999999999,2,East
6194354,regular,residential,1,['scac0087'],regular,1,residential,1,residential,1.0,17.0,1.0,1,2.818888888888889,20.23,0.0,15.0,1.0,1,North
6194470,regular,other,1,['wbac0078'],regular,1,other,1,other,1.0,131.0,1.0,1,0.8397222222222223,5.872,1.0,23.0,1.0,1,Central
6194639,regular,residential,1,['delac0065'],regular,1,residential,1,residential,1.0,46.0,1.0,12,6.60712962962963,38.57283333333334,0.3333333333333333,1.0,1.0,1,East
6194780,regular,residential,1,['delac0400'],regular,1,residential,1,residential,1.0,33.0,1.0,20,7.9169027777777785,43.607600000000005,0.25,22.0,1.0,1,North
6195089,regular,residential,1,['delac0453'],regular,1,residential,1,residential,1.0,38.0,1.0,23,3.9479106280193235,17.519304347826086,0.34782608695652173,0.0,0.826086956521739,2,North
6195864,regular,other,1,['scdc0012'],regular,1,other,1,other,1.0,778.0,1.0,1,0.8913888888888889,30.75,0.0,1.0,1.0,1,East
6196043,regular,residential,1,['scac0047'],regular,1,residential,1,residential,1.0,81.0,1.0,1,2.180277777777778,14.3,0.0,7.0,1.0,1,North
6196136,regular,residential,1,['scac0146'],regular,1,residential,1,residential,1.0,100.0,1.0,5,1.8549444444444447,13.372,0.0,9.0,1.0,1,West
6196284,regular,other,1,['scdc0006'],regular,1,other,1,other,1.0,661.0,1.0,3,0.7908333333333334,44.69,0.3333333333333333,12.0,1.0,1,East
6196935,regular,residential,1,['scac0025'],regular,1,residential,1,residential,1.0,13.0,1.0,21,6.105939153439154,40.815238095238094,0.2857142857142857,21.0,1.0,1,West
6197925,regular,residential,1,['scac0178'],regular,1,residential,1,residential,1.0,149.0,1.0,1,0.7058333333333333,4.9,0.0,12.0,1.0,1,West
6198505,regular,residential,1,['delac0137'],regular,1,residential,1,residential,1.0,20.0,1.0,1,1.3375,8.387,0.0,23.0,1.0,1,Central
6199684,regular,other,2,"['scac0018', 'wbac0108']",regular,1,other,2,other,2.0,136.0,2.0,2,1.1422222222222222,7.9239999999999995,0.0,14.0,0.5,1,West
6199690,regular,residential,3,"['scac0103', 'scac0105', 'scac0104']",regular,1,residential,1,residential,1.0,84.0,3.0,3,1.1604629629629628,8.386666666666665,0.6666666666666666,11.0,1.0,1,North
6199758,regular,shopping_mall,1,['warn21090006'],regular,1,shopping_mall,1,shopping_mall,1.0,473.0,1.0,1,1.0308333333333333,44.174,1.0,17.0,1.0,1,Central
6199768,regular,residential,1,['delac0271'],regular,1,residential,1,residential,1.0,52.0,1.0,1,1.6569444444444446,11.763,1.0,8.0,1.0,1,West
6200297,noise,shopping_mall,1,['warn21090006'],regular,1,shopping_mall,1,shopping_mall,1.0,473.0,1.0,1,1.1508333333333334,70.803,1.0,13.0,1.0,1,Central
6200314,regular,other,1,['scdc0013'],regular,1,other,1,other,1.0,713.0,1.0,1,0.8972222222222223,24.38,1.0,21.0,1.0,1,East
6200652,regular,residential,1,['delac0106'],regular,1,residential,1,residential,1.0,12.0,1.0,4,1.6365277777777778,11.2635,0.75,13.0,1.0,1,Central
6200996,regular,residential,2,"['scac0071', 'scac0072']",regular,1,residential,1,residential,1.0,191.5,2.0,2,0.6659722222222222,4.574999999999999,0.0,8.0,1.0,1,West
6201927,regular,other,1,['scdc0020'],noise,1,other,1,other,1.0,172.0,1.0,1,0.7397222222222222,56.38,0.0,11.0,1.0,1,West
6202081,regular,residential,1,['scac0047'],regular,1,residential,1,residential,1.0,81.0,1.0,1,4.485,28.24,0.0,18.0,1.0,1,North
6202675,regular,other,1,['wbac0078'],regular,1,other,1,other,1.0,131.0,1.0,1,0.7011111111111111,2.493,1.0,12.0,1.0,1,Central
6203521,regular,residential,2,"['delac0033', 'delac0035']",regular,1,residential,1,residential,1.0,101.0,2.0,2,1.7619444444444445,6.913500000000001,0.0,10.0,1.0,1,Central
6203570,regular,residential,1,['scac0063'],regular,1,residential,1,residential,1.0,10.0,1.0,4,0.6929861111111111,3.25,0.0,19.0,1.0,1,North
6204376,noise,residential,1,['scac0094'],noise,1,residential,1,residential,1.0,9.0,1.0,74,3.7774699699699696,40.60186486486487,0.28378378378378377,2.0,0.5540540540540542,3,West
6205057,regular,other,1,['scdc0021'],regular,1,other,1,other,1.0,444.0,1.0,1,0.7994444444444444,32.96,0.0,9.0,1.0,1,North
6205433,regular,residential,1,['delac0139'],regular,1,residential,1,residential,1.0,48.0,1.0,12,2.839166666666667,19.579083333333333,0.5,10.0,0.8333333333333335,2,Central
6205594,regular,residential,1,['delac0263'],regular,1,residential,1,residential,1.0,28.0,1.0,48,10.699346064814813,45.8445625,0.22916666666666666,20.0,0.9375,3,East
6205613,regular,residential,1,['delac0376'],regular,1,residential,1,residential,1.0,74.0,1.0,5,8.175944444444443,43.9458,0.4,8.0,1.0,1,North
6205896,regular,residential,1,['delac0112'],regular,1,residential,1,residential,1.0,51.0,1.0,22,4.204065656565657,28.437363636363628,0.2727272727272727,9.0,0.8636363636363636,2,East
6206960,regular,residential,1,['delac0425'],regular,1,residential,1,residential,1.0,50.0,1.0,1,9.766388888888889,32.43,0.0,23.0,1.0,1,West
6207745,regular,residential,2,"['delac0014', 'delac0013']",regular,1,residential,1,residential,1.0,46.0,2.0,2,8.428194444444443,45.212500000000006,0.0,11.0,1.0,1,Central
6207754,regular,residential,1,['delac0324'],regular,1,residential,1,residential,1.0,23.0,1.0,2,1.705,11.124500000000001,0.5,9.0,1.0,1,North
6207784,regular,other,1,['wbac0035'],regular,1,other,1,other,1.0,196.0,1.0,1,0.9222222222222224,9.469,0.0,12.0,1.0,1,Central
6207804,regular,other,1,['scdc0012'],regular,1,other,1,other,1.0,778.0,1.0,3,0.8056481481481481,34.93666666666667,0.3333333333333333,7.0,1.0,1,East
6207902,regular,other,1,['wbac0078'],regular,1,other,1,other,1.0,131.0,1.0,2,0.9629166666666666,7.4665,0.0,18.0,1.0,1,Central
6208110,regular,residential,1,['delac0356'],regular,1,residential,1,residential,1.0,32.0,1.0,2,6.95625,46.559,0.0,18.0,1.0,1,West
6208460,regular,other,1,['scdc0006'],regular,1,other,1,other,1.0,661.0,1.0,16,0.5232465277777778,30.375,0.5625,21.0,0.9375,2,East
6210014,regular,other,1,['wbac0018'],regular,1,other,1,other,1.0,107.0,1.0,1,2.238611111111111,24.411,0.0,12.0,1.0,1,West
6210220,regular,residential,1,['delac0033'],regular,1,residential,1,residential,1.0,109.0,1.0,1,1.6158333333333332,11.311,0.0,9.0,1.0,1,Central
6210377,regular,other,1,['scdc0006'],regular,1,other,1,other,1.0,661.0,1.0,2,0.37444444444444447,19.34,1.0,14.0,1.0,1,East
6210621,regular,other,1,['scdc0021'],regular,1,other,1,other,1.0,444.0,1.0,1,0.3494444444444444,17.63,0.0,15.0,1.0,1,North
6211034,regular,residential,2,"['scac0374', 'wbac0087']",regular,1,residential,2,residential,2.0,53.5,2.0,11,0.39876262626262626,4.950545454545455,0.2727272727272727,10.0,0.36363636363636365,2,Central
6212110,regular,other,1,['scdc0013'],regular,1,other,1,other,1.0,713.0,1.0,1,0.7988888888888889,57.34,1.0,8.0,1.0,1,East
6212136,regular,residential,1,['delac0001'],regular,1,residential,1,residential,1.0,20.0,1.0,1,2.539722222222222,18.876,1.0,12.0,1.0,1,West
6212160,regular,residential,1,['scac0089'],regular,1,residential,1,residential,1.0,181.0,1.0,1,1.523611111111111,7.97,1.0,8.0,1.0,1,North
6212189,regular,residential,1,['scac0146'],regular,1,residential,1,residential,1.0,100.0,1.0,1,0.315,2.28,0.0,18.0,1.0,1,West
6212226,regular,residential,2,"['delac0165', 'delac0166']",regular,1,residential,1,residential,1.0,72.5,2.0,5,5.414777777777778,27.271800000000002,0.6,20.0,1.0,1,East
6212235,regular,residential,1,['scac0021'],noise,1,residential,1,residential,1.0,100.0,1.0,3,4.223148148148148,28.52,1.0,12.0,1.0,1,North
6212354,regular,residential,1,['delac0076'],regular,1,residential,1,residential,1.0,50.0,1.0,1,0.7880555555555555,5.476,1.0,14.0,1.0,1,Central
6212620,regular,residential,1,['delac0189'],regular,1,residential,1,residential,1.0,34.0,1.0,1,3.5433333333333334,26.151,1.0,18.0,1.0,1,West
6213658,regular,other,1,['scdc0008'],noise,1,other,1,other,1.0,129.0,1.0,4,0.719375,27.212,0.5,13.0,0.75,2,West
6214039,regular,residential,1,['delac0001'],regular,1,residential,1,residential,1.0,20.0,1.0,1,4.579722222222222,31.932,0.0,11.0,1.0,1,West
6214620,regular,tech_park,1,['scdc0014'],regular,1,tech_park,1,tech_park,1.0,238.0,1.0,2,0.51875,29.78,0.0,9.0,1.0,1,Central
6215908,regular,residential,2,"['delac0339', 'scac0206']",regular,1,shopping_mall,2,shopping_mall,2.0,100.5,2.0,2,1.6505555555555556,2.623,0.0,8.0,0.5,1,North
6215921,regular,other,1,['scac0016'],regular,1,other,1,other,1.0,156.0,1.0,1,4.527222222222222,25.77,0.0,8.0,1.0,1,West
6215929,regular,other,1,['wbac0034'],regular,1,other,1,other,1.0,243.0,1.0,1,3.5525,9.604,0.0,11.0,1.0,1,Central
6216730,regular,other,1,['wbac0053'],regular,1,other,1,other,1.0,264.0,1.0,1,1.0483333333333331,3.522,1.0,9.0,1.0,1,East
6217075,regular,residential,1,['wbac0245'],regular,1,residential,1,residential,1.0,42.0,1.0,36,11.308140432098766,39.478750000000005,0.2222222222222222,18.0,1.0,1,North
6217144,regular,other,3,"['scdc0001', 'scdc0025', 'scac0154']",noise,2,other,2,other,2.0,180.0,3.0,8,0.5618055555555556,11.97,0.375,16.0,0.25,2,West
6217734,regular,other,1,['wbac0018'],regular,1,other,1,other,1.0,107.0,1.0,1,0.7941666666666667,5.476,0.0,15.0,1.0,1,West
6217893,regular,residential,1,['scac0048'],regular,1,residential,1,residential,1.0,82.0,1.0,1,7.5275,51.94,1.0,20.0,1.0,1,North
6218119,regular,residential,1,['wbac0259'],regular,1,residential,1,residential,1.0,21.0,1.0,12,1.178587962962963,11.329166666666666,0.16666666666666666,19.0,0.6666666666666666,1,West
6218177,regular,other,1,['scdc0025'],regular,1,other,1,other,1.0,366.0,1.0,6,0.4062962962962963,21.674999999999997,0.8333333333333334,21.0,1.0,1,Central
6219056,regular,residential,1,['scac0047'],regular,1,residential,1,residential,1.0,81.0,1.0,1,6.676111111111111,49.84,1.0,11.0,1.0,1,North
6220601,regular,residential,1,['delac0022'],regular,1,residential,1,residential,1.0,54.0,1.0,11,8.369520202020203,48.238818181818175,0.2727272727272727,20.0,0.9090909090909094,2,West
6221815,regular,residential,1,['delac0296'],regular,1,residential,1,residential,1.0,21.0,1.0,1,11.766388888888889,43.62,0.0,0.0,1.0,1,West
6222424,regular,other,2,"['wbac0048', 'wbac0047']",regular,1,other,1,other,1.0,32.5,2.0,2,5.61875,44.2395,0.0,8.0,1.0,1,Central
6222454,regular,other,1,['wbac0124'],regular,1,other,1,other,1.0,68.0,1.0,8,3.296284722222222,21.5565,0.0,10.0,1.0,1,Central
6222857,regular,other,1,['scdc0004'],noise,1,other,1,other,1.0,293.0,1.0,12,0.8026157407407407,38.15333333333333,0.25,16.0,0.8333333333333335,1,Central
6223100,regular,residential,1,['wbac0204'],regular,1,residential,1,residential,1.0,35.0,1.0,20,11.339083333333333,39.98375,0.1,17.0,1.0,1,North
6223166,regular,residential,1,['delac0169'],regular,1,residential,1,residential,1.0,26.0,1.0,4,6.334444444444443,38.57925,0.75,14.0,1.0,1,East
6223243,regular,residential,3,"['wbac0015', 'delac0082', 'delac0083']",noise,2,residential,2,residential,2.0,44.0,3.0,3,1.265648148148148,11.732333333333335,0.0,9.0,0.6666666666666666,1,Central
6223263,regular,other,1,['scdc0013'],regular,1,other,1,other,1.0,713.0,1.0,1,0.9319444444444444,38.45,0.0,11.0,1.0,1,East
6223593,regular,residential,2,"['scac0210', 'scac0053']",regular,1,residential,1,residential,1.0,94.0,2.0,4,0.4404166666666667,3.0375,0.25,12.0,0.5,2,North
6224233,regular,residential,1,['delac0066'],regular,1,residential,1,residential,1.0,47.0,1.0,8,9.64857638888889,40.535875,0.25,19.0,0.875,1,Central
6224249,regular,residential,1,['wbac0201'],regular,1,residential,1,residential,1.0,31.0,1.0,10,10.587833333333334,29.685400000000005,0.3,19.0,1.0,1,North
6224986,regular,tech_park,1,['wbac0005'],regular,1,tech_park,1,tech_park,1.0,144.0,1.0,6,3.1976388888888887,22.282999999999998,0.0,8.0,1.0,1,Central
6225841,regular,other,3,"['scdc0007', 'scdc0001', 'scac0141']",noise,2,other,1,other,2.0,224.66666666666666,3.0,41,0.8229878048780488,14.481512195121951,0.1951219512195122,9.0,0.3170731707317073,4,Central
6225860,regular,residential,1,['delac0030'],regular,1,residential,1,residential,1.0,131.0,1.0,2,1.118888888888889,7.8155,1.0,11.0,1.0,1,West
6225911,regular,other,1,['scdc0003'],noise,1,other,1,other,1.0,335.0,1.0,3,0.9678703703703704,54.78666666666667,0.0,8.0,1.0,1,Central
6226291,noise,residential,1,['delac0048'],regular,1,residential,1,residential,1.0,26.0,1.0,94,2.7841252955082743,12.765680851063829,0.2127659574468085,13.0,1.0,1,Central
6227512,regular,tech_park,1,['wbac0090'],regular,1,tech_park,1,tech_park,1.0,169.0,1.0,1,0.8936111111111111,10.411,1.0,9.0,1.0,1,Central
6228700,regular,other,3,"['delac0059', 'scdc0006', 'wbac0093']",regular,1,residential,3,residential,3.0,260.6666666666667,3.0,3,0.7782407407407407,15.560333333333334,0.0,18.0,0.3333333333333333,2,Central
6228872,regular,residential,1,['delac0318'],regular,1,residential,1,residential,1.0,29.0,1.0,2,14.330972222222222,8.088000000000001,0.0,1.0,1.0,1,North
6229018,regular,other,3,"['wbac0106', 'scdc0013', 'wapd21120001']",regular,1,tech_park,3,tech_park,3.0,305.6666666666667,3.0,3,2.0612037037037036,36.26066666666667,1.0,12.0,0.3333333333333333,2,West
6229093,regular,residential,1,['wbac0204'],regular,1,residential,1,residential,1.0,35.0,1.0,2,0.7894444444444444,0.009500000000000064,0.0,12.0,1.0,1,North
6229136,regular,other,2,"['wbac0070', 'wbac0069']",regular,1,other,1,other,1.0,81.5,2.0,4,2.1014583333333334,40.4125,0.0,8.0,1.0,1,Central
6229138,regular,residential,2,"['scac0053', 'wbac0027']",regular,1,residential,2,residential,2.0,138.0,2.0,2,1.0465277777777777,7.303,0.5,8.0,0.5,2,Central
6229872,regular,shopping_mall,1,['warn21090006'],regular,1,shopping_mall,1,shopping_mall,1.0,473.0,1.0,1,0.5494444444444444,28.771,0.0,11.0,1.0,1,Central
6230139,regular,tech_park,1,['wbac0004'],regular,1,tech_park,1,tech_park,1.0,84.0,1.0,1,4.082222222222223,13.72,1.0,9.0,1.0,1,Central
6230656,regular,other,2,"['scdc0006', 'scdc0007']",regular,2,other,1,other,1.0,582.5,2.0,24,1.0605555555555555,48.168375000000005,0.25,14.0,0.3333333333333333,2,East
6231160,regular,residential,1,['delac0104'],regular,1,residential,1,residential,1.0,42.0,1.0,2,2.61375,19.985,0.0,20.0,1.0,1,Central
6231326,regular,residential,1,['scac0048'],regular,1,residential,1,residential,1.0,82.0,1.0,2,2.810972222222222,19.585,0.5,22.0,1.0,1,North
6231713,regular,residential,1,['scac0020'],regular,1,residential,1,residential,1.0,87.0,1.0,2,7.783194444444445,53.165000000000006,0.0,18.0,1.0,1,North
6233651,regular,residential,1,['scac0128'],regular,1,residential,1,residential,1.0,23.0,1.0,1,2.571388888888889,15.54,0.0,19.0,1.0,1,North
6233655,regular,other,1,['wbac0035'],regular,1,other,1,other,1.0,196.0,1.0,4,1.1694444444444445,11.14325,0.75,8.0,1.0,1,Central
6233693,regular,residential,1,['delac0073'],regular,1,residential,1,residential,1.0,80.0,1.0,2,0.6668055555555555,4.688000000000001,1.0,11.0,1.0,1,Central
6233717,regular,residential,1,['scac0104'],regular,1,residential,1,residential,1.0,79.0,1.0,1,4.985555555555556,31.96,0.0,2.0,1.0,1,North
6233897,regular,residential,1,['scac0029'],regular,1,residential,1,residential,1.0,25.0,1.0,1,0.7575,4.98,1.0,15.0,1.0,1,West
6233997,regular,other,4,"['scac0169', 'scac0375', 'delac0338', 'scdc0012']",regular,1,residential,3,residential,3.0,251.75,4.0,4,2.074097222222222,22.789250000000003,0.25,9.0,0.25,3,North
6234210,regular,other,1,['scdc0021'],regular,1,other,1,other,1.0,444.0,1.0,1,0.7391666666666666,42.2,0.0,15.0,1.0,1,North
6234903,regular,residential,1,['scac0143'],regular,1,residential,1,residential,1.0,119.0,1.0,1,0.5027777777777778,3.36,0.0,11.0,1.0,1,North
6235232,regular,residential,1,['scac0212'],regular,1,residential,1,residential,1.0,43.0,1.0,13,4.776047008547009,34.222307692307695,0.3076923076923077,12.0,1.0,1,West
6235785,regular,residential,1,['scac0002'],regular,1,residential,1,residential,1.0,106.0,1.0,12,7.239490740740741,48.04750000000001,0.25,20.0,1.0,1,West
6235897,regular,other,1,['wbac0007'],regular,1,other,1,other,1.0,196.0,1.0,10,2.0673055555555555,13.209100000000001,0.0,16.0,1.0,1,East
6236499,regular,residential,1,['delac0148'],regular,1,residential,1,residential,1.0,43.0,1.0,12,4.224189814814815,20.867583333333332,0.75,13.0,0.5833333333333333,2,West
6240161,regular,residential,1,['scac0206'],regular,1,residential,1,residential,1.0,53.0,1.0,1,5.4302777777777775,38.99,0.0,17.0,1.0,1,North
6240189,regular,residential,1,['scac0071'],regular,1,residential,1,residential,1.0,203.0,1.0,1,0.7580555555555556,5.58,1.0,11.0,1.0,1,West
6240192,regular,other,1,['wbac0061'],regular,1,other,1,other,1.0,134.0,1.0,3,0.4318518518518519,9.172,0.3333333333333333,15.0,0.6666666666666666,1,Central
6240324,regular,other,1,['scac0017'],regular,1,other,1,other,1.0,118.0,1.0,1,1.236388888888889,7.17,1.0,11.0,1.0,1,West
6240614,regular,residential,6,"['delac0150', 'scac0054', 'delac0270', 'SCAC0043', 'wbac0041', 'delac0192']",regular,2,residential,2,residential,2.0,60.833333333333336,5.0,6,1.0312037037037038,2.8029999999999995,0.5,12.0,0.1666666666666666,3,West
6240690,regular,,1,['DelAC0145'],regular,1,residential,1,,,10.0,,9,8.792006172839507,51.89444444444444,0.2222222222222222,1.0,1.0,1,Central
6240742,regular,residential,1,['scac0031'],regular,1,residential,1,residential,1.0,21.0,1.0,1,1.2583333333333333,9.46,1.0,14.0,1.0,1,North
6242708,regular,other,2,"['scac0016', 'scac0036']",regular,1,other,2,other,2.0,87.5,2.0,2,4.548888888888889,32.04,0.0,19.0,0.5,1,West
6242765,regular,residential,1,['wbac0278'],regular,1,residential,1,residential,1.0,39.0,1.0,6,8.4275,28.2385,0.16666666666666666,23.0,1.0,1,North
